Název VŠ;Součást vysoké školy;Název programu;Typ programu;Forma studia;Doba studia;Název oboru;Jazyk výuky;Oprávnění konat rigorózní zkoušku;Komise;Akreditace udělena;Datum platnosti akreditace;Akreditace omezena;Číslo jednací;STUDPROG;AKVO
Akademie múzických umění v Praze;Hudební a taneční fakulta;Art of Music;Doktorský;K, P;3;Composition and Composition Theory;Anglicky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V096
Akademie múzických umění v Praze;Hudební a taneční fakulta;Art of Music;Doktorský;K, P;3;Interpretation and Interpretation Theory;Anglicky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V093
Akademie múzických umění v Praze;Hudební a taneční fakulta;Art of Music;Doktorský;K, P;3;Music Production;Anglicky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V099
Akademie múzických umění v Praze;Hudební a taneční fakulta;Art of Music;Doktorský;K, P;3;Music Theory;Anglicky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V095
Akademie múzických umění v Praze;Hudební a taneční fakulta;Art of Music;Doktorský;K, P;3;Sound Production;Anglicky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V092
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Bicí nástroje;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R001
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Bicí nástroje - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;B8201;8201R107
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Cembalo;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R003
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Dirigování;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R005
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Fagot;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R010
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Flétna;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R012
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Harfa;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R014
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Hoboj;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R015
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Housle;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R017
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Hudební management;Česky;NE;02/2014;ANO;31.10.2018;NE;14339/2014;B8201;8201R036
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Hudební produkce;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R036
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Hudební režie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R038
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Hudební teorie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R095
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Klarinet;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R066
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Klavír;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R068
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Klavír - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;B8201;8201R108
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Kontrabas;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R071
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Kontrabas - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;B8201;8201R109
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Kytara;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R073
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Kytara - jazz;Česky;NE;04/2014;ANO;01.11.2022;NE;MSMT-35574/2014;B8201;
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Lesní roh;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R074
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Operní režie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R076
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Pozoun;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R077
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Saxofon - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;B8201;8201R110
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Skladba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R080
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Trubka;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R081
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Tuba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R083
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Varhany;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R084
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Viola;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R086
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Violoncello;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R088
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Zpěv;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R090
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Bakalářský;P;3;Zvuková tvorba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8201;8201R092
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Bicí nástroje;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T001
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Bicí nástroje - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;N8201;8201T107
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Cembalo;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T003
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Dirigování;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T005
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Fagot;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T010
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Flétna;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T012
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Harfa;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T014
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Hoboj;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T015
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Housle;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T017
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Hudební management;Česky;NE;02/2014;ANO;31.10.2018;NE;14339/2014;N8201;8201T036
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Hudební produkce;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T036
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Hudební režie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T038
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Hudební teorie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T095
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Klarinet;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T066
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Klavír;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T068
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Klavír - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;N8201;8201T108
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Komorní hra;Česky;NE;05/2012;ANO;01.03.2021;NE;54710/2012;N8201;8201T100
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Kontrabas;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T071
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Kontrabas - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;N8201;8201T109
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Kytara;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T073
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Kytara - jazz;Česky;NE;04/2014;ANO;01.11.2022;NE;MSMT-35574/2014;N8201;
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Lesní roh;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T074
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Operní režie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T076
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Pozoun;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T077
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Saxofon - jazz;Česky;NE;02/2011;ANO;31.05.2019;NE;12778/2011;N8201;8201T110
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Skladba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T080
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Trubka;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T081
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Tuba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T083
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Varhany;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T084
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Viola;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T086
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Violoncello;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T088
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Zpěv;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T090
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Navazující magisterský;P;2;Zvuková tvorba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8201;8201T065
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Doktorský;K, P;3;Hudební produkce;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V099
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Doktorský;K, P;3;Hudební teorie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V095
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Doktorský;K, P;3;Interpretace a teorie interpretace;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V093
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Doktorský;K, P;3;Skladba a teorie skladby;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V096
Akademie múzických umění v Praze;Hudební a taneční fakulta;Hudební umění;Doktorský;K, P;3;Zvuková tvorba;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8201;8201V092
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Bakalářský;P;3;Choreografie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8202;8202R001
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Bakalářský;P;3;Pantomima;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8202;8202R019
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Bakalářský;P;3;Pedagogika tance;Česky;NE;05/2012;ANO;01.03.2021;NE;54710/2012;B8202;8202R003
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Bakalářský;P;3;Taneční věda;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;B8202;8202R015
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Navazující magisterský;P;2;Choreografie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8202;8202T001
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Navazující magisterský;P;2;Pantomima;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8202;8202T019
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Navazující magisterský;P;2;Pedagogika tance;Česky;NE;05/2012;ANO;01.03.2021;NE;54710/2012;N8202;8202T003
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Navazující magisterský;P;2;Taneční věda;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;N8202;8202T015
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Doktorský;K, P;3;Choreografie a teorie choreografie;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8202;8202V016
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Doktorský;K, P;3;Nonverbální a komediální divadlo a teorie divadla;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8202;8202V017
Akademie múzických umění v Praze;Hudební a taneční fakulta;Taneční umění;Doktorský;K, P;3;Taneční věda;Česky;NE;01/2014;ANO;01.06.2022;NE;6046/2014;P8202;8202V015
AKADEMIE STING, o.p.s.;;Ekonomika a management;Bakalářský;K, P;3;Organizace a řízení malých a středních firem;Česky;NE;03/2007;ANO;28.10.2015;NE;17729/2007;B6208;6208R074
AKADEMIE STING, o.p.s.;;Ekonomika a management;Navazující magisterský;K, P;2;Podniková ekonomika a management;Česky;NE;04/2012;ANO;31.12.2016;NE;43265/2012;N6208;6208T086
AKADEMIE STING, o.p.s.;;Hospodářská politika a správa;Bakalářský;K, P;3;Finanční kontrola;Česky;NE;03/2007;ANO;28.10.2015;NE;17729/2007;B6202;6202R021
AKADEMIE STING, o.p.s.;;Hospodářská politika a správa;Bakalářský;K, P;3;Zdaňování;Česky;NE;03/2007;ANO;28.10.2015;NE;17729/2007;B6202;6202R063
AKADEMIE STING, o.p.s.;;Právní specializace;Bakalářský;K, P;3;Právo v podnikání;Česky;NE;01/2013;ANO;31.10.2017;NE;7568/2013;B6804;6804R012
AKADEMIE STING, o.p.s.;;Právní specializace;Bakalářský;K, P;3;Právo ve veřejné správě;Česky;NE;01/2013;ANO;31.10.2017;NE;7568/2013;B6804;6804R028
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;4;Architektonická tvorba;Česky;NE;04/2014;ANO;01.11.2022;NE;MSMT-35576/2014;M8206;8206T001
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Intermediální tvorba;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T021
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Kresba, grafika;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T033
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Malířství - restaurování výtvarných děl malířských;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T035
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Malířství / volná tvorba;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T036
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Nová média;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T038
Akademie výtvarných umění v Praze;;Výtvarná umění;Magisterský;P;6;Sochařství - restaurování výtvarných děl sochařských;Česky;NE;05/2008;ANO;31.12.2016;NE;24956/2008;M8206;8206T056
